,index,product,brand,price,rating,score,toxLowrisk,toxMedRisk,toxHighRisk,toxNA
0,2744,C-Balancing Toner for Normal to Oily Skin,Obagi,,0.0,0.4925564755464769,0.6,0.3,0.0,0.1
1,4677,Glycolic 10% Toning Complex,DDF - Doctor's Dermatologic Formula,,0.0,0.41753594170752545,0.6875,0.1875,0.0625,0.0625
2,6243,Glycolic Toning Complex,DDF - Doctor's Dermatologic Formula,,0.0,0.41753594170752545,0.6875,0.1875,0.0625,0.0625
3,5294,"Gel Plus, 15 AHA",NeoStrata,,0.0,0.41407801784327425,0.7142857142857143,0.2857142857142857,0.0,0.0
4,8863,Serious GlyPeel - Peel Off Mask,Neova,,0.0,0.40607800715016734,0.7931034482758621,0.13793103448275862,0.034482758620689655,0.034482758620689655
5,11578,MSM Skin and Facial Gel Lotion,Kala Health,,0.0,0.3804409612018547,1.0,0.0,0.0,0.0
6,7113,Toning Solution Level 1,NeoStrata,,0.0,0.3744533298711905,0.625,0.375,0.0,0.0
7,4975,Blemish Spot Gel,NeoStrata,,0.0,0.3660450801224316,0.6666666666666666,0.3333333333333333,0.0,0.0
8,6514,Green Tea Cooling Eye Gel,Nuance Salma Hayek,,0.0,0.3623048548156765,0.9473684210526315,0.0,0.0,0.05263157894736842
9,5273,"Oily Skin Solution, 8 AHA",NeoStrata,,0.0,0.3568174453126961,0.6666666666666666,0.3333333333333333,0.0,0.0
10,748,"AHA 8% Peeling Serum, Skin Renewal Program",Mizon,17.89,4.4,0.3466625387584408,0.8333333333333334,0.08333333333333333,0.08333333333333333,0.0
11,11921,Retinol 2.5% Serum,YEOUTH,,0.0,0.34596701353109505,0.7272727272727273,0.09090909090909091,0.09090909090909091,0.09090909090909091
12,6984,Litmus Test Replenishing Toner,Dermadoctor,,0.0,0.3387973026367631,0.8636363636363636,0.13636363636363635,0.0,0.0
13,15500,Revitalizing Toner,Proactiv,33.85,3.6,0.3364249714097265,0.6818181818181818,0.13636363636363635,0.09090909090909091,0.09090909090909091
14,8305,Alpha Beta Gel Toner,DCL,,0.0,0.3351099568067598,0.5882352941176471,0.35294117647058826,0.058823529411764705,0.0
15,5426,Triple Oxygen Instant Energizing Cleansing Foam,Bliss,,0.0,0.3326909978195899,0.7272727272727273,0.045454545454545456,0.09090909090909091,0.13636363636363635
16,1523,MOISTURE BOOST One Step Face Cleanser,Paula's Choice,26.0,4.3,0.3200723285670593,0.8333333333333334,0.1111111111111111,0.0,0.05555555555555555
17,6261,Ain't Misbehavin' Healthy Toner with Glycolic & Lactic Acid,Dermadoctor,,0.0,0.3189564585255402,0.8571428571428571,0.14285714285714285,0.0,0.0
18,15836,Salizinc Gel,NeoStrata,,2.0,0.3094591547041091,0.6,0.4,0.0,0.0
19,8968,Exfoliating Facial Serum,Wilma Schumann,,0.0,0.30767363011025806,0.5,0.5,0.0,0.0
